0.99394, 0.991422, 0.999825, 0.999629, 
0.98947, 0.985662, 0.999641, 0.999276, 
0.973549, 0.966309, 0.998799, 0.997764, 
0.804901, 0.788391, 0.980216, 0.969741, 
0.000195439, 0.000345828, 0.000136119, 0.00020569, 
0.000198769, 0.000351385, 0.00013993, 0.000211042, 
0.000202247, 0.000357183, 0.000143954, 0.000216683, 
0.000205884, 0.000363241, 0.00014821, 0.000222635, 
0.000209692, 0.000369578, 0.000152717, 0.000228928, 
0.000213685, 0.000376214, 0.000157499, 0.000235588, 
0.000217877, 0.000383174, 0.000162581, 0.000242652, 
0.000222284, 0.000390484, 0.000167992, 0.000250156, 
0.000226926, 0.000398174, 0.000173765, 0.000258142, 
0.000231823, 0.000406276, 0.000179936, 0.000266659, 
0.000236997, 0.000414827, 0.000186547, 0.000275761, 
0.000242475, 0.000423867, 0.000193647, 0.000285512, 
0.000248286, 0.000433446, 0.000201291, 0.000295981, 
0.000254465, 0.000443616, 0.000209544, 0.000307254, 
0.000261049, 0.000454439, 0.00021848, 0.000319423, 
0.000268083, 0.000465984, 0.000228185, 0.000332602, 
0.000275618, 0.000478333, 0.000238763, 0.000346921, 
0.000283715, 0.00049158, 0.000250335, 0.000362535, 
0.000292442, 0.000505835, 0.000263046, 0.000379627, 
0.000301882, 0.000521227, 0.000277067, 0.000398416, 
0.000312133, 0.00053791, 0.000292612, 0.000419168, 
0.000323311, 0.000556068, 0.000309937, 0.000442205, 
0.00033556, 0.000575922, 0.00032936, 0.000467926, 
0.00034905, 0.000597742, 0.00035128, 0.000496826, 
0.000363996, 0.000621861, 0.0003762, 0.00052953, 
0.000380665, 0.000648694, 0.000404769, 0.000566836, 
0.000399395, 0.000678768, 0.000437832, 0.00060978, 
0.000420625, 0.000712756, 0.000476512, 0.000659736, 
0.000444927, 0.000751545, 0.000522336, 0.000718552, 
0.000473074, 0.000796319, 0.000577426, 0.000788784, 
0.000506126, 0.000848703, 0.000644818, 0.000874069, 
0.000545586, 0.00091099, 0.000729005, 0.000979735, 
0.000593662, 0.000986533, 0.000836905, 0.00111393, 
0.000653741, 0.00108045, 0.000979718, 0.00128971, 
0.000731305, 0.00120098, 0.00117673, 0.00152929, 
0.000835872, 0.00136232, 0.00146392, 0.0018736, 
0.000985572, 0.00159133, 0.00191603, 0.00240634, 
0.00121974, 0.00194565, 0.00271384, 0.0033259, 
0.00164215, 0.00257534, 0.00440862, 0.00522129, 
0.0026336, 0.00401969, 0.00951046, 0.0106672, 
0.00700114, 0.010093, 0.0456599, 0.0458239, 
0.307731, 0.337256, 0.976753, 0.963312, 
0.00205265, 0.00337542, 0.0407781, 0.0402469, 
0.0779483, 0.101427, 0.948755, 0.922727, 
0.0660324, 0.0875557, 0.943918, 0.915971, 
0.0684054, 0.0908388, 0.953979, 0.929616, 
0.0605059, 0.0814959, 0.951396, 0.925909, 
0.0601145, 0.0813105, 0.95644, 0.932814, 
0.0563628, 0.0768989, 0.956994, 0.933492, 
0.0545019, 0.0747981, 0.959149, 0.936441, 
0.0523424, 0.0722817, 0.960524, 0.938311, 
0.0505192, 0.0701564, 0.96191, 0.940214, 
0.0488389, 0.0681836, 0.963144, 0.941915, 
0.0473064, 0.0663747, 0.964276, 0.943482, 
0.045899, 0.0647048, 0.965315, 0.944927, 
0.044601, 0.0631572, 0.966274, 0.946266, 
0.0433991, 0.0617175, 0.967163, 0.947511, 
0.0422823, 0.0603736, 0.967989, 0.948673, 
0.041241, 0.0591154, 0.96876, 0.94976, 
0.0402674, 0.0579342, 0.96948, 0.95078, 
0.0393545, 0.0568223, 0.970157, 0.951741, 
0.0384963, 0.0557731, 0.970793, 0.952646, 
0.0376877, 0.054781, 0.971392, 0.953503, 
0.0369241, 0.053841, 0.971958, 0.954314, 
0.0362017, 0.0529486, 0.972494, 0.955083, 
0.0355168, 0.0521, 0.973003, 0.955815, 
0.0348664, 0.0512916, 0.973486, 0.956512, 
0.0342478, 0.0505204, 0.973945, 0.957177, 
0.0336585, 0.0497836, 0.974383, 0.957812, 
0.0330963, 0.0490786, 0.974801, 0.958419, 
0.0325591, 0.0484034, 0.9752, 0.959, 
0.0320453, 0.0477557, 0.975583, 0.959558, 
0.0315533, 0.0471339, 0.975949, 0.960093, 
0.0310814, 0.0465361, 0.9763, 0.960607, 
0.0306285, 0.045961, 0.976637, 0.961102, 
0.0301934, 0.045407, 0.976961, 0.961579, 
0.0297748, 0.044873, 0.977273, 0.962038, 
0.0293718, 0.0443576, 0.977573, 0.962481, 
0.0289835, 0.04386, 0.977862, 0.962909, 
0.028609, 0.043379, 0.978142, 0.963322, 
0.0282475, 0.0429139, 0.978411, 0.963722, 
0.0278984, 0.0424636, 0.978672, 0.964108, 
0.0275609, 0.0420275, 0.978923, 0.964483, 
0.0272344, 0.0416048, 0.979167, 0.964846, 
0.0269183, 0.0411948, 0.979403, 0.965198, 
0.0266121, 0.040797, 0.979632, 0.965539, 
0.0263154, 0.0404107, 0.979853, 0.965871, 
0.0260276, 0.0400353, 0.980068, 0.966193, 
0.0257482, 0.0396704, 0.980277, 0.966506, 
0.025477, 0.0393155, 0.98048, 0.966811, 
0.0252136, 0.0389701, 0.980677, 0.967107, 
0.0249575, 0.0386338, 0.980868, 0.967395, 
0.0247084, 0.0383062, 0.981054, 0.967676, 
0.0244661, 0.037987, 0.981235, 0.96795, 
0.0242302, 0.0376758, 0.981412, 0.968216, 
0.0240005, 0.0373722, 0.981584, 0.968476, 
